Numero;Partie;NbJoueurs;Titre;Gagnant;Premium;Vocale;Mumble;Anonyme;Sans Points;Selective;MDJ;Capitaine;VO;VC;St-Patrick;Halloween;Créateur;dateDebut;dateFin;heureDebut;heureFin;Duree;nbVotes;nbDevotes;NbInterventions;Simple Villageois;Loup-Garou;Voyante;Salvateur;Sorcière;Chasseur;Chasseur Bavard;Cupidon;Ancien;Loup-Garou Blanc;Chaman;Voleur;Petite Fille;Idiot du Village;Bouc émissaire;Joueur de Flûte;Enfant Sauvage;Corbeau;Villageois-Villageois;Ange;Infect Père des Loups;Grand Méchant Loup;Soeurs;Montreur d'Ours;Renard;Chien Loup;Frères;Chevalier à l'Epée rouillée;Marionnettiste;Juge Bègue;Voyante Bavarde;Lapin Blanc;Ankou;Noctambule;Couple
3721691;Fun;12;Clair de Lune;Loups-Garous;None;False;False;False;None;None;False;False;False;True;None;None;Arthurween;11/12/2015;11/12/2015;16h14;16h34;20;0;0;143;0;2;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Dheavyl-Quirrrrk
3721692;Carnage;6;Qui viens ? :D;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Anooonyyme;11/12/2015;11/12/2015;16h09;16h12;3;2;0;10;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Notry-Sweetdie
3721694;Carnage;6;antiksos;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Majorek;11/12/2015;11/12/2015;16h17;16h18;1;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Majorek-Scotchlau
3721697;Fun;12;cc les gens;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;nisona;11/12/2015;11/12/2015;16h17;16h32;15;0;0;122;0;2;1;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;None
3721705;Fun;13;SNIR;Ange;None;False;False;False;None;None;False;False;False;False;None;None;snirjp;11/12/2015;11/12/2015;16h21;16h27;6;16;3;68;0;3;0;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Eyeshiel-Messi16
3721709;Normale;8;The Sguegues;Loups-Garous;None;False;False;False;None;None;False;False;True;False;None;None;Sgeugualov;11/12/2015;11/12/2015;16h31;16h40;9;19;0;38;3;2;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;viqueen-saraaaaaaa
3721717;Normale;8;Mise en échec;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Hodorgarou;11/12/2015;11/12/2015;16h31;16h39;8;16;0;103;4;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721718;Fun;13;Bless my Baobab;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Lichen;11/12/2015;11/12/2015;16h24;16h41;17;28;2;161;0;3;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Lichen-Chitoge
3721719;Carnage;6;antiksos;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Majorek;11/12/2015;11/12/2015;16h22;16h25;3;3;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Fnxro-Scotchlau
3721725;Fun;12;Totoro;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;noiraudes;11/12/2015;11/12/2015;16h24;16h42;18;0;0;109;0;3;0;0;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Oliiver-joeviiiin
3721727;Fun;8;Hihihihihi;Ange;None;False;False;False;None;None;False;False;False;False;None;None;Vomidechat;11/12/2015;11/12/2015;16h25;16h31;6;8;1;33;0;2;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;imene-znekkerz
3721732;Carnage;6;Arc en ciel;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Crewest;11/12/2015;11/12/2015;16h25;16h29;4;3;0;7;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Asakha-Ayuk
3721734;Fun;12;Les vrais;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Michoue;11/12/2015;11/12/2015;16h30;16h52;22;46;6;304;0;2;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Konor31-Michoue
3721743;Fun;12;HELLO;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Beurking;11/12/2015;11/12/2015;16h32;16h41;9;0;0;156;0;2;0;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Beurking-omeyaalone
3721745;Fun;18;TC 11;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Quentin12;11/12/2015;11/12/2015;16h33;17h08;35;50;3;188;0;4;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;None
3721747;Carnage;6;Arc en ciel;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Crewest;11/12/2015;11/12/2015;16h30;16h33;4;3;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;fztheman-Az3rom
3721749;Fun;19;Pizza vs kfc;Loups-Garous;None;False;False;False;None;None;False;True;True;False;None;None;Alisea969;11/12/2015;11/12/2015;16h37;17h08;31;93;0;284;0;4;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Electonse-Cassandrac
3721756;Fun;12;cc les gens;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;nisona;11/12/2015;11/12/2015;16h38;16h54;17;0;0;125;0;2;1;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None
3721758;Fun;12;Clair de Lune;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Arthurween;11/12/2015;11/12/2015;16h39;16h57;18;18;2;173;0;2;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Unpoussin-Walterlame
3721760;Fun;8;Wolf;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;imene;11/12/2015;11/12/2015;16h40;16h48;7;12;2;67;0;2;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cricki-Matt24
3721764;Fun;13;On se fait chié;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Deeuss;11/12/2015;11/12/2015;16h50;17h10;19;49;8;224;0;2;0;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Fares75-Majorek
3721767;Fun;18;lolilol;Joueur de Flûte;None;False;False;False;None;None;False;False;False;True;None;None;jojodu41;11/12/2015;11/12/2015;17h06;17h26;20;0;0;176;0;3;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Kitachi-Dahlya
3721769;Fun;12;ErzaFairy;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Erzafairy;11/12/2015;11/12/2015;16h44;16h58;14;21;0;114;1;3;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Wolfrig-Clemmme
3721772;Fun;13;Bless my Baobab;Loup-Blanc;None;False;False;False;None;None;False;False;False;False;None;None;Lichen;11/12/2015;11/12/2015;16h45;17h09;24;48;5;237;0;3;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Shanxo-Pipelettes
3721774;Normale;8;The Sguegues;Loup-Blanc;None;False;False;False;None;None;False;True;True;False;None;None;Sgeugualov;11/12/2015;11/12/2015;16h49;17h05;16;26;0;37;0;3;0;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721775;Fun;12;HELLO;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Beurking;11/12/2015;11/12/2015;16h44;16h56;12;0;0;131;0;2;0;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Patatozor-Brubrubru
3721777;Carnage;6;Faim d'loup;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Orianest;11/12/2015;11/12/2015;16h45;16h48;4;7;0;24;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Khorane-Notry
3721783;Carnage;6;Sweetlove;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Sweetdie;11/12/2015;11/12/2015;16h47;16h51;3;6;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Daylymort-Az3rom
3721785;Fun;13;SNIR;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Pikenachu;11/12/2015;11/12/2015;16h57;17h27;30;51;8;322;0;3;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cookiesx-Aleeeeex
3721786;Carnage;6;Fnxro;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Fnxro;11/12/2015;11/12/2015;16h55;16h59;4;6;0;30;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;amaury7809-Scotchlau
3721787;Fun;8;Hihihihihi;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None; Vomidechat;11/12/2015;11/12/2015;16h48;16h55;7;5;0;50;0;2;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;zakariadu7-elarke
3721788;Fun;14;Hello :);Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;xjowx;11/12/2015;11/12/2015;16h57;17h17;20;28;3;198;2;3;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Lornoob-chowchow
3721791;Fun;9;Rix;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Rix;11/12/2015;11/12/2015;16h54;17h05;11;12;1;69;0;2;1;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Siphano10-Ketsya
3721792;Carnage;6;Saa Christmas;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Lithie;11/12/2015;11/12/2015;16h48;16h51;3;3;0;17;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Kizumia-nanouche13
3721796;Fun;8;Wolf;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;imene;11/12/2015;11/12/2015;16h55;17h04;9;12;1;66;0;2;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fishing-Daylymort
3721797;Carnage;6;Faim d'loup;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Orianest;11/12/2015;11/12/2015;16h49;16h54;5;9;0;18;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Orianest-Playerhxc
3721800;Carnage;6;Saa Christmas;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Lithie;11/12/2015;11/12/2015;16h52;16h56;3;3;1;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;wanpulway-mardo
3721801;Fun;12;Les vrais;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Michoue;11/12/2015;11/12/2015;16h58;17h14;16;29;3;192;0;2;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Shadowmann-Eolia
3721804;Fun;12;MIAOUSSE;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Mynimouse;11/12/2015;11/12/2015;17h13;17h25;12;19;4;91;0;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Mynimouse-maximenace
3721806;Fun;12;Bateau1;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Bateau1;11/12/2015;11/12/2015;17h21;17h34;13;28;1;140;0;3;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Bateau1-poiison
3721807;Fun;8;Hihihihihi;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Rogsis;11/12/2015;11/12/2015;17h00;17h11;11;24;3;136;0;2;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;zakariadu7-lamanchot
3721810;Normale;8;The doubt;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Lysanthia;11/12/2015;11/12/2015;17h55;18h05;10;16;4;114;3;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721811;Fun;14;HELLO;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Beurking;11/12/2015;11/12/2015;17h00;17h14;14;0;0;174;0;2;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;omeyaalone-Meekohoney
3721813;Fun;12;Clair de Lune;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Arthurween;11/12/2015;11/12/2015;17h03;17h15;13;14;3;136;0;2;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Yashii-Amechou
3721819;Fun;12;ErzaFairy;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Erzafairy;11/12/2015;11/12/2015;17h04;17h28;24;44;3;212;0;4;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Ap3ricub-Lcharbou
3721824;Carnage;6;Saa Christmas;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Lithie;11/12/2015;11/12/2015;17h13;17h17;4;3;0;5;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Lithie-Mathifouet
3721826;Carnage;6;Arc En Ciel;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Crewest;11/12/2015;11/12/2015;17h07;17h10;4;4;0;11;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;philroch2-politipab
3721827;Carnage;6;Faim d'loup;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Orianest;11/12/2015;11/12/2015;17h05;17h08;3;5;1;11;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Playerhxc-Orianest
3721828;Fun;8;Wolf;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;imene;11/12/2015;11/12/2015;17h08;17h17;9;10;3;59;0;2;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cricki-imene
3721831;Normale;13;The Sguegues;Villageois;None;False;False;False;None;None;False;True;False;True;None;None;Sgeugualov;11/12/2015;11/12/2015;17h19;17h42;24;0;0;50;4;4;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;jnavarre-Alicewouuu
3721837;Fun;6;MAHELEA;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Ashysaa;11/12/2015;11/12/2015;17h12;17h16;4;8;1;29;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721839;Fun;6;Comporiginal;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Owrewow;11/12/2015;11/12/2015;17h17;17h34;17;33;2;147;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;wanpulway-Equinoxxe
3721841;Carnage;6;la mort;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;jyliaangel;11/12/2015;11/12/2015;17h12;17h16;4;1;0;6;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;jyliaangel-sauna
3721845;Fun;16;nyantime;Joueur de Flûte;None;False;False;False;None;None;True;True;False;False;None;None;Chatonchan;11/12/2015;11/12/2015;17h23;18h02;39;39;7;281;1;3;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;tatarsl-adura
3721848;Fun;15;HELLO;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Beurking;11/12/2015;11/12/2015;17h18;17h39;21;0;0;167;0;2;0;1;1;1;0;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Kingjouet-Patatozor
3721851;Sérieuse;12;Purgatoire;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Ricks;11/12/2015;11/12/2015;17h33;17h58;26;61;0;427;5;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;None
3721852;Fun;14;Les vrais;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Michoue;11/12/2015;11/12/2015;17h20;17h38;18;51;9;248;0;3;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Zelos54-Shadowmann
3721853;Fun;12;Clair de Lune;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Arthurween;11/12/2015;11/12/2015;17h17;17h35;18;24;2;126;0;2;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Shaili-levenge42
3721855;Fun;10;Mamacarena trol;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Mikuhatsue;11/12/2015;11/12/2015;17h34;17h43;10;18;1;98;0;6;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721857;Fun;6;MAHELEA;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Ashysaa;11/12/2015;11/12/2015;17h19;17h26;7;11;0;61;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721862;Fun;14;Hello :);Villageois;None;False;False;False;None;None;False;False;False;False;None;None;xjowx;11/12/2015;11/12/2015;17h23;17h42;19;38;4;191;0;4;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;Mammy11-Ephemeria
3721864;Carnage;6;Fnxro;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Fnxro;11/12/2015;11/12/2015;17h19;17h23;4;7;0;33;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Scotchlau-Majorek
3721865;Fun;14;Totoro;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;noiraudes;11/12/2015;11/12/2015;17h24;17h42;18;0;0;120;0;3;0;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;brice24-Elram
3721869;Fun;12;bluesky;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;bleuciel;11/12/2015;11/12/2015;17h26;17h47;21;26;5;172;0;3;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Cclemence-zakariadu7
3721872;Normale;10;MicrouCoulm;Loups-Garous;None;False;True;False;None;None;False;False;False;False;None;None;Lukee;11/12/2015;11/12/2015;17h31;17h46;15;27;0;4;4;3;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721877;Carnage;6;Fnxro;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Fnxro;11/12/2015;11/12/2015;17h26;17h29;3;3;0;23;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Scotchlau-Fnxro
3721878;Carnage;6;Faim d'loup;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Orianest;11/12/2015;11/12/2015;17h25;17h27;2;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;pierre2820-Orianest
3721884;Fun;6;MAHELEA;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Ashysaa;11/12/2015;11/12/2015;17h36;17h43;7;9;1;53;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721885;Fun;18;lolilol;Ange;None;False;False;False;None;None;False;False;False;True;None;None;jojodu41;11/12/2015;11/12/2015;17h38;17h42;5;0;0;37;0;3;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;jojodu41-Kazuya1
3721888;Fun;13;SNIR;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Pikenachu;11/12/2015;11/12/2015;17h29;17h46;18;25;2;174;0;3;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Gregdelh-Cookiesx
3721890;Fun;13;ErzaFairy;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Erzafairy;11/12/2015;11/12/2015;17h31;17h52;21;35;4;242;0;4;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Terra2-tweester
3721891;Fun;9;BlablaBLAAA!!!;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;kirou241;11/12/2015;11/12/2015;17h49;18h04;16;29;3;123;0;2;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;kirou241-yelloweyes
3721895;Carnage;6;Fnxro;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Fnxro;11/12/2015;11/12/2015;17h31;17h34;3;5;0;22;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Galaxie7-Fnxro
3721896;Normale;8;Mise en échec;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Hodorgarou;11/12/2015;11/12/2015;17h34;17h46;12;27;3;154;4;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3721905;Fun;8;st erembert;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;harrymaar;11/12/2015;11/12/2015;17h35;17h46;11;16;2;38;0;3;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;harrymaar-amaury7809
3721907;Fun;11;Wolf;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;imene;11/12/2015;11/12/2015;17h35;17h49;14;14;2;70;0;2;0;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;imene-Cricki
3721910;Fun;12;Bateau1;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Bateau1;11/12/2015;11/12/2015;17h38;17h55;18;22;3;123;0;3;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Hinami-Charfon
3721915;Fun;12;Clair de Lune;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Arthurween;11/12/2015;11/12/2015;17h39;17h53;14;20;0;101;0;2;0;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Arthurween-Dufigea
3721917;Fun;13;Bless my Baobab;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Lichen;11/12/2015;11/12/2015;17h42;18h01;19;23;1;129;0;3;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Lete-Masterevil
3721918;Carnage;6;Faim d'loup;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Orianest;11/12/2015;11/12/2015;17h38;17h42;4;5;0;18;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Davison-Orianest
3721919;Fun;12;On se fait chié;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Deeuss;11/12/2015;11/12/2015;17h43;18h00;17;30;3;166;0;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Darkadryu-chowchow
3721923;Fun;14;Les vrais;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Michoue;11/12/2015;11/12/2015;17h43;17h57;14;30;9;138;0;3;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Shadowmann-avgn
3721926;Fun;10;Rix;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Rix;11/12/2015;11/12/2015;17h44;17h58;14;24;6;117;0;2;1;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;jessbgette-Narumii
3721928;Fun;10;JVC;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Breakmy;11/12/2015;11/12/2015;17h45;17h54;9;15;0;92;0;2;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Breakmy-Breakmy2
